sovereign,territory,habitat,habitat_area,mpa,heavily_restricted,minimal_area_km2,high_area_km2,upgrade_gain_percent,opportunity_score,high_protection_percent,enabling_conditions,enabling_band,global_share
Eritrea,Doumeira Islands,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,39.8,<50,NA
Eritrea,Eritrea,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,39.959090909090904,<50,NA
Eritrea,Eritrea,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,39.959090909090904,<50,NA
Eritrea,Eritrea,Saltmarshes,0,0,0,0,0,NA,0,NA,39.959090909090904,<50,0
Eritrea,Eritrea,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,39.959090909090904,<50,NA
Eritrea,Eritrea,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,39.959090909090904,<50,NA
Eritrea,Eritrea,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,39.959090909090904,<50,NA
Estonia,Estonia,Cold-water corals,0,0,0,0,0,NA,0,NA,72.5,>=70,0
Estonia,Estonia,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,72.5,>=70,NA
Estonia,Estonia,Warm-water corals,0,0,0,0,0,NA,0,NA,72.5,>=70,0
Estonia,Estonia,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,72.5,>=70,NA
Estonia,Estonia,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,72.5,>=70,NA
Estonia,Estonia,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,72.5,>=70,NA
Estonia,Estonia,Mangroves,0,0,0,0,0,NA,0,NA,72.5,>=70,0
Estonia,Estonia,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,72.5,>=70,NA
Ethiopia,Ethiopia,Cold-water corals,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Ethiopia,Ethiopia,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Ethiopia,Ethiopia,Warm-water corals,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Ethiopia,Ethiopia,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Ethiopia,Ethiopia,Saltmarshes,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Ethiopia,Ethiopia,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Ethiopia,Ethiopia,Seagrasses,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Ethiopia,Ethiopia,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Ethiopia,Ethiopia,Mangroves,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Ethiopia,Ethiopia,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Federal Republic of Somalia,Federal Republic of Somalia,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,38.02866449511401,<50,NA
Federal Republic of Somalia,Federal Republic of Somalia,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,38.02866449511401,<50,NA
Federal Republic of Somalia,Federal Republic of Somalia,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,38.02866449511401,<50,NA
Federal Republic of Somalia,Federal Republic of Somalia,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,38.02866449511401,<50,NA
Federal Republic of Somalia,Federal Republic of Somalia,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,38.02866449511401,<50,NA
Fiji,Fiji,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,53.91842696629213,50-69,NA
Fiji,Fiji,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,53.91842696629213,50-69,NA
Fiji,Fiji,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,53.91842696629213,50-69,NA
Fiji,Fiji,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,53.91842696629213,50-69,NA
Fiji,Fiji,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,53.91842696629213,50-69,NA
Finland,Finland,Cold-water corals,0,0,0,0,0,NA,0,NA,86.32710280373833,>=70,0
Finland,Finland,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,86.32710280373833,>=70,NA
Finland,Finland,Warm-water corals,0,0,0,0,0,NA,0,NA,86.32710280373833,>=70,0
Finland,Finland,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,86.32710280373833,>=70,NA
Finland,Finland,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,86.32710280373833,>=70,NA
Finland,Finland,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,86.32710280373833,>=70,NA
Finland,Finland,Mangroves,0,0,0,0,0,NA,0,NA,86.32710280373833,>=70,0
Finland,Finland,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,86.32710280373833,>=70,NA
France,Amsterdam and Saint Paul Islands,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Amsterdam and Saint Paul Islands,Warm-water corals,0,0,0,0,0,NA,0,NA,81.3,>=70,0
France,Amsterdam and Saint Paul Islands,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Amsterdam and Saint Paul Islands,Saltmarshes,0,0,0,0,0,NA,0,NA,81.3,>=70,0
France,Amsterdam and Saint Paul Islands,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Amsterdam and Saint Paul Islands,Seagrasses,0,0,0,0,0,NA,0,NA,81.3,>=70,0
France,Amsterdam and Saint Paul Islands,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Amsterdam and Saint Paul Islands,Mangroves,0,0,0,0,0,NA,0,NA,81.3,>=70,0
France,Amsterdam and Saint Paul Islands,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Bassas da India,Cold-water corals,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,0
France,Bassas da India,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,NA
France,Bassas da India,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,NA
France,Bassas da India,Saltmarshes,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,0
France,Bassas da India,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,NA
France,Bassas da India,Seagrasses,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,0
France,Bassas da India,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,NA
France,Bassas da India,Mangroves,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,0
France,Bassas da India,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,81.10487804878048,>=70,NA
France,Clipperton Island,Cold-water corals,0,0,0,0,0,NA,0,NA,80.4,>=70,0
France,Clipperton Island,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,80.4,>=70,NA
France,Clipperton Island,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,80.4,>=70,NA
France,Clipperton Island,Saltmarshes,0,0,0,0,0,NA,0,NA,80.4,>=70,0
France,Clipperton Island,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,80.4,>=70,NA
France,Clipperton Island,Seagrasses,0,0,0,0,0,NA,0,NA,80.4,>=70,0
France,Clipperton Island,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,80.4,>=70,NA
France,Clipperton Island,Mangroves,0,0,0,0,0,NA,0,NA,80.4,>=70,0
France,Clipperton Island,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,80.4,>=70,NA
France,Collectivity of Saint Martin,Cold-water corals,0,0,0,0,0,NA,0,NA,NA,Data missing,0
France,Collectivity of Saint Martin,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
France,Collectivity of Saint Martin,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
France,Collectivity of Saint Martin,Saltmarshes,0,0,0,0,0,NA,0,NA,NA,Data missing,0
France,Collectivity of Saint Martin,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
France,Collectivity of Saint Martin,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
France,Collectivity of Saint Martin,Mangroves,0,0,0,0,0,NA,0,NA,NA,Data missing,0
France,Collectivity of Saint Martin,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
France,Crozet Islands,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,70.2,>=70,NA
France,Crozet Islands,Warm-water corals,0,0,0,0,0,NA,0,NA,70.2,>=70,0
France,Crozet Islands,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,70.2,>=70,NA
France,Crozet Islands,Saltmarshes,0,0,0,0,0,NA,0,NA,70.2,>=70,0
France,Crozet Islands,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,70.2,>=70,NA
France,Crozet Islands,Seagrasses,0,0,0,0,0,NA,0,NA,70.2,>=70,0
France,Crozet Islands,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,70.2,>=70,NA
France,Crozet Islands,Mangroves,0,0,0,0,0,NA,0,NA,70.2,>=70,0
France,Crozet Islands,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,70.2,>=70,NA
France,Europa Island,Cold-water corals,0,0,0,0,0,NA,0,NA,81.3,>=70,0
France,Europa Island,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Europa Island,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Europa Island,Saltmarshes,0,0,0,0,0,NA,0,NA,81.3,>=70,0
France,Europa Island,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Europa Island,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,Europa Island,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,81.3,>=70,NA
France,France,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,75.06343612334801,>=70,NA
France,France,Warm-water corals,0,0,0,0,0,NA,0,NA,75.06343612334801,>=70,0
France,France,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,75.06343612334801,>=70,NA
France,France,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,75.06343612334801,>=70,NA
France,France,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,75.06343612334801,>=70,NA
France,France,Mangroves,0,0,0,0,0,NA,0,NA,75.06343612334801,>=70,0
France,France,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,75.06343612334801,>=70,NA
France,French Guiana,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,79.46470588235294,>=70,NA
France,French Guiana,Warm-water corals,0,0,0,0,0,NA,0,NA,79.46470588235294,>=70,0
France,French Guiana,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,79.46470588235294,>=70,NA
France,French Guiana,Saltmarshes,0,0,0,0,0,NA,0,NA,79.46470588235294,>=70,0
France,French Guiana,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,79.46470588235294,>=70,NA
France,French Guiana,Seagrasses,0,0,0,0,0,NA,0,NA,79.46470588235294,>=70,0
France,French Guiana,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,79.46470588235294,>=70,NA
France,French Guiana,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,79.46470588235294,>=70,NA
France,French Polynesia,Cold-water corals,0,0,0,0,0,NA,0,NA,80.29098159509202,>=70,0
France,French Polynesia,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,80.29098159509202,>=70,NA
France,French Polynesia,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,80.29098159509202,>=70,NA
France,French Polynesia,Saltmarshes,0,0,0,0,0,NA,0,NA,80.29098159509202,>=70,0
France,French Polynesia,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,80.29098159509202,>=70,NA
France,French Polynesia,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,80.29098159509202,>=70,NA
France,French Polynesia,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,80.29098159509202,>=70,NA
France,Guadeloupe,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,77.2,>=70,NA
France,Guadeloupe,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,77.2,>=70,NA
France,Guadeloupe,Saltmarshes,0,0,0,0,0,NA,0,NA,77.2,>=70,0
France,Guadeloupe,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,77.2,>=70,NA
France,Guadeloupe,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,77.2,>=70,NA
France,Guadeloupe,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,77.2,>=70,NA
France,Ile Tromelin,Cold-water corals,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,0
France,Ile Tromelin,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,NA
France,Ile Tromelin,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,NA
France,Ile Tromelin,Saltmarshes,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,0
France,Ile Tromelin,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,NA
France,Ile Tromelin,Seagrasses,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,0
France,Ile Tromelin,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,NA
France,Ile Tromelin,Mangroves,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,0
France,Ile Tromelin,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,77.38152173913043,>=70,NA
France,Juan de Nova Island,Cold-water corals,0,0,0,0,0,NA,0,NA,81.1,>=70,0
France,Juan de Nova Island,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Juan de Nova Island,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Juan de Nova Island,Saltmarshes,0,0,0,0,0,NA,0,NA,81.1,>=70,0
France,Juan de Nova Island,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Juan de Nova Island,Seagrasses,0,0,0,0,0,NA,0,NA,81.1,>=70,0
France,Juan de Nova Island,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Juan de Nova Island,Mangroves,0,0,0,0,0,NA,0,NA,81.1,>=70,0
France,Juan de Nova Island,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Kerguélen,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,NA
France,Kerguélen,Warm-water corals,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,0
France,Kerguélen,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,NA
France,Kerguélen,Saltmarshes,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,0
France,Kerguélen,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,NA
France,Kerguélen,Seagrasses,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,0
France,Kerguélen,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,NA
France,Kerguélen,Mangroves,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,0
France,Kerguélen,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,81.32720588235294,>=70,NA
France,Martinique,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,74.85555555555555,>=70,NA
France,Martinique,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,74.85555555555555,>=70,NA
France,Martinique,Saltmarshes,0,0,0,0,0,NA,0,NA,74.85555555555555,>=70,0
France,Martinique,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,74.85555555555555,>=70,NA
France,Martinique,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,74.85555555555555,>=70,NA
France,Martinique,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,74.85555555555555,>=70,NA
France,Matthew and Hunter Islands,Cold-water corals,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,0
France,Matthew and Hunter Islands,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,NA
France,Matthew and Hunter Islands,Warm-water corals,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,0
France,Matthew and Hunter Islands,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,NA
France,Matthew and Hunter Islands,Saltmarshes,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,0
France,Matthew and Hunter Islands,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,NA
France,Matthew and Hunter Islands,Seagrasses,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,0
France,Matthew and Hunter Islands,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,NA
France,Matthew and Hunter Islands,Mangroves,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,0
France,Matthew and Hunter Islands,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,79.59230769230768,>=70,NA
France,Mayotte,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,73.81304347826088,>=70,NA
France,Mayotte,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,73.81304347826088,>=70,NA
France,Mayotte,Saltmarshes,0,0,0,0,0,NA,0,NA,73.81304347826088,>=70,0
France,Mayotte,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,73.81304347826088,>=70,NA
France,Mayotte,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,73.81304347826088,>=70,NA
France,Mayotte,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,73.81304347826088,>=70,NA
France,New Caledonia,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,79.12469733656174,>=70,NA
France,New Caledonia,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,79.12469733656174,>=70,NA
France,New Caledonia,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,79.12469733656174,>=70,NA
France,New Caledonia,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,79.12469733656174,>=70,NA
France,New Caledonia,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,79.12469733656174,>=70,NA
France,Réunion,Cold-water corals,0,0,0,0,0,NA,0,NA,76.1,>=70,0
France,Réunion,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,76.1,>=70,NA
France,Réunion,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,76.1,>=70,NA
France,Réunion,Saltmarshes,0,0,0,0,0,NA,0,NA,76.1,>=70,0
France,Réunion,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,76.1,>=70,NA
France,Réunion,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,76.1,>=70,NA
France,Réunion,Mangroves,0,0,0,0,0,NA,0,NA,76.1,>=70,0
France,Réunion,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,76.1,>=70,NA
France,Saint-Barthélemy,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,69.2,50-69,NA
France,Saint-Barthélemy,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,69.2,50-69,NA
France,Saint-Barthélemy,Saltmarshes,0,0,0,0,0,NA,0,NA,69.2,50-69,0
France,Saint-Barthélemy,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,69.2,50-69,NA
France,Saint-Barthélemy,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,69.2,50-69,NA
France,Saint-Barthélemy,Mangroves,0,0,0,0,0,NA,0,NA,69.2,50-69,0
France,Saint-Barthélemy,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,69.2,50-69,NA
France,Saint-Pierre and Miquelon,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Saint-Pierre and Miquelon,Warm-water corals,0,0,0,0,0,NA,0,NA,81.1,>=70,0
France,Saint-Pierre and Miquelon,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Saint-Pierre and Miquelon,Saltmarshes,0,0,0,0,0,NA,0,NA,81.1,>=70,0
France,Saint-Pierre and Miquelon,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Saint-Pierre and Miquelon,Seagrasses,0,0,0,0,0,NA,0,NA,81.1,>=70,0
France,Saint-Pierre and Miquelon,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Saint-Pierre and Miquelon,Mangroves,0,0,0,0,0,NA,0,NA,81.1,>=70,0
France,Saint-Pierre and Miquelon,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,81.1,>=70,NA
France,Wallis and Futuna,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,80.01309523809523,>=70,NA
France,Wallis and Futuna,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,80.01309523809523,>=70,NA
France,Wallis and Futuna,Saltmarshes,0,0,0,0,0,NA,0,NA,80.01309523809523,>=70,0
France,Wallis and Futuna,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,80.01309523809523,>=70,NA
France,Wallis and Futuna,Seagrasses,0,0,0,0,0,NA,0,NA,80.01309523809523,>=70,0
France,Wallis and Futuna,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,80.01309523809523,>=70,NA
France,Wallis and Futuna,Mangroves,0,0,0,0,0,NA,0,NA,80.01309523809523,>=70,0
France,Wallis and Futuna,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,80.01309523809523,>=70,NA
Gabon,Gabon,Cold-water corals,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,0
Gabon,Gabon,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,NA
Gabon,Gabon,Warm-water corals,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,0
Gabon,Gabon,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,NA
Gabon,Gabon,Saltmarshes,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,0
Gabon,Gabon,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,NA
Gabon,Gabon,Seagrasses,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,0
Gabon,Gabon,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,NA
Gabon,Gabon,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,47.00253164556962,<50,NA
Gambia,Gambia,Cold-water corals,0,0,0,0,0,NA,0,NA,45.644444444444446,<50,0
Gambia,Gambia,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,45.644444444444446,<50,NA
Gambia,Gambia,Warm-water corals,0,0,0,0,0,NA,0,NA,45.644444444444446,<50,0
Gambia,Gambia,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,45.644444444444446,<50,NA
Gambia,Gambia,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,45.644444444444446,<50,NA
Gambia,Gambia,Seagrasses,0,0,0,0,0,NA,0,NA,45.644444444444446,<50,0
Gambia,Gambia,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,45.644444444444446,<50,NA
Gambia,Gambia,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,45.644444444444446,<50,NA
Georgia,Georgia,Cold-water corals,0,0,0,0,0,NA,0,NA,54.9,50-69,0
Georgia,Georgia,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,54.9,50-69,NA
Georgia,Georgia,Warm-water corals,0,0,0,0,0,NA,0,NA,54.9,50-69,0
Georgia,Georgia,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,54.9,50-69,NA
Georgia,Georgia,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,54.9,50-69,NA
Georgia,Georgia,Seagrasses,0,0,0,0,0,NA,0,NA,54.9,50-69,0
Georgia,Georgia,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,54.9,50-69,NA
Georgia,Georgia,Mangroves,0,0,0,0,0,NA,0,NA,54.9,50-69,0
Georgia,Georgia,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,54.9,50-69,NA
Germany,Germany,Cold-water corals,0,0,0,0,0,NA,0,NA,81.8983606557377,>=70,0
Germany,Germany,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,81.8983606557377,>=70,NA
Germany,Germany,Warm-water corals,0,0,0,0,0,NA,0,NA,81.8983606557377,>=70,0
Germany,Germany,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,81.8983606557377,>=70,NA
Germany,Germany,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,81.8983606557377,>=70,NA
Germany,Germany,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,81.8983606557377,>=70,NA
Germany,Germany,Mangroves,0,0,0,0,0,NA,0,NA,81.8983606557377,>=70,0
Germany,Germany,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,81.8983606557377,>=70,NA
Ghana,Ghana,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,52.7,50-69,NA
Ghana,Ghana,Warm-water corals,0,0,0,0,0,NA,0,NA,52.7,50-69,0
Ghana,Ghana,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,52.7,50-69,NA
Ghana,Ghana,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,52.7,50-69,NA
Ghana,Ghana,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,52.7,50-69,NA
Ghana,Ghana,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,52.7,50-69,NA
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,Cold-water corals,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,Warm-water corals,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,Saltmarshes,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,Saltmarshes_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,Seagrasses,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,Seagrasses_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,Mangroves,0,0,0,0,0,NA,0,NA,NA,Data missing,0
Grand Duchy of Luxembourg,Grand Duchy of Luxembourg,mangroves_MPA_with,0,0,0,0,0,NA,0,NA,NA,Data missing,NA
Greece,Greece,ColdCorals_MPA_with,0,0,0,0,0,NA,0,NA,64.57922077922078,50-69,NA
Greece,Greece,Warm-water corals,0,0,0,0,0,NA,0,NA,64.57922077922078,50-69,0
Greece,Greece,CoralReefs_MPA_with,0,0,0,0,0,NA,0,NA,64.57922077922078,50-69,NA
